task_id,user_id_1,user_id_2,submission_id_1,submission_id_2,overlap_percentage
A,Екатерина-120455878,Павел Бугров-120457382,118983753,118984047,93.45794392523365
A,Екатерина-120455878,tima3458-120453361,118983859,118982127,93.51851851851852
A,Екатерина-120455878,andytopal-120460323,118983859,118986163,93.51851851851852
A,Екатерина-120455878,andytopal-120460323,118983859,118986192,93.51851851851852
A,Екатерина-120455878,+79129062848-120453235,118983859,118982679,93.51851851851852
A,Екатерина-120455878,Ярослав Явкин-120453112,118983859,118982062,93.51851851851852
A,Екатерина-120455878,ArtemRazuvaev2007-120457523,118983859,118984103,93.51851851851852
A,Екатерина-120455878,ArtemRazuvaev2007-120457523,118983859,118984109,93.51851851851852
A,Екатерина-120455878,la.mindal-120453327,118983859,118982003,93.51851851851852
A,Екатерина-120455878,bachkoev.krutoy-120454535,118983859,118985472,93.51851851851852
A,Екатерина-120455878,maxikc112-120453111,118983859,118983400,93.51851851851852
A,Екатерина-120455878,hzeshkov-120455503,118983859,118983077,93.51851851851852
A,Екатерина-120455878,MariaGlinskaia-120453333,118983859,118983315,93.51851851851852
A,Екатерина-120455878,Арина Кожеватова-120456407,118983859,118983651,93.51851851851852
A,Екатерина-120455878,Nazzy Crazy-120453240,118983859,118982135,93.51851851851852
A,Екатерина-120455878,DTDDDDSSSD-120453103,118983859,118982223,93.51851851851852
A,Екатерина-120455878,Манучехр Абдуллоев-120459448,118983859,118985374,93.51851851851852
A,Екатерина-120455878,Манучехр Абдуллоев-120459448,118983859,118985967,93.51851851851852
A,Екатерина-120455878,Киселева-120457704,118983859,118984152,93.51851851851852
A,Екатерина-120455878,Киселева-120457704,118983859,118984315,93.51851851851852
A,Екатерина-120455878,storozhbogdan7-120326208,118983859,118981946,93.51851851851852
A,Екатерина-120455878,s1m4nger-120453245,118983859,118982825,93.51851851851852
A,Екатерина-120455878,Павел Бугров-120457382,118983859,118984027,93.51851851851852
A,Екатерина-120455878,Захар Авраменко-120453331,118983859,118981980,93.51851851851852
A,Екатерина-120455878,Степан-120455046,118983859,118982911,93.51851851851852
A,Екатерина-120455878,mikhail.chuykov.08.18@mail.ru-120453244,118983859,118982116,93.51851851851852
A,Екатерина-120455878,@cheplashka-120453614,118983859,118982201,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983859,118982194,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983859,118982187,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983859,118982209,93.51851851851852
A,Екатерина-120455878,damix7227@gmail.com-120453483,118983859,118985684,93.51851851851852
A,Екатерина-120455878,Орин-120453615,118983859,118982247,93.51851851851852
A,Екатерина-120455878,tima3458-120453361,118983842,118982127,93.51851851851852
A,Екатерина-120455878,andytopal-120460323,118983842,118986163,93.51851851851852
A,Екатерина-120455878,andytopal-120460323,118983842,118986192,93.51851851851852
A,Екатерина-120455878,+79129062848-120453235,118983842,118982679,93.51851851851852
A,Екатерина-120455878,Ярослав Явкин-120453112,118983842,118982062,93.51851851851852
A,Екатерина-120455878,ArtemRazuvaev2007-120457523,118983842,118984103,93.51851851851852
A,Екатерина-120455878,ArtemRazuvaev2007-120457523,118983842,118984109,93.51851851851852
A,Екатерина-120455878,la.mindal-120453327,118983842,118982003,93.51851851851852
A,Екатерина-120455878,bachkoev.krutoy-120454535,118983842,118985472,93.51851851851852
A,Екатерина-120455878,maxikc112-120453111,118983842,118983400,93.51851851851852
A,Екатерина-120455878,hzeshkov-120455503,118983842,118983077,93.51851851851852
A,Екатерина-120455878,MariaGlinskaia-120453333,118983842,118983315,93.51851851851852
A,Екатерина-120455878,Арина Кожеватова-120456407,118983842,118983651,93.51851851851852
A,Екатерина-120455878,Nazzy Crazy-120453240,118983842,118982135,93.51851851851852
A,Екатерина-120455878,DTDDDDSSSD-120453103,118983842,118982223,93.51851851851852
A,Екатерина-120455878,Манучехр Абдуллоев-120459448,118983842,118985374,93.51851851851852
A,Екатерина-120455878,Манучехр Абдуллоев-120459448,118983842,118985967,93.51851851851852
A,Екатерина-120455878,Киселева-120457704,118983842,118984152,93.51851851851852
A,Екатерина-120455878,Киселева-120457704,118983842,118984315,93.51851851851852
A,Екатерина-120455878,storozhbogdan7-120326208,118983842,118981946,93.51851851851852
A,Екатерина-120455878,s1m4nger-120453245,118983842,118982825,93.51851851851852
A,Екатерина-120455878,Павел Бугров-120457382,118983842,118984027,93.51851851851852
A,Екатерина-120455878,Захар Авраменко-120453331,118983842,118981980,93.51851851851852
A,Екатерина-120455878,Степан-120455046,118983842,118982911,93.51851851851852
A,Екатерина-120455878,mikhail.chuykov.08.18@mail.ru-120453244,118983842,118982116,93.51851851851852
A,Екатерина-120455878,@cheplashka-120453614,118983842,118982201,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983842,118982194,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983842,118982187,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983842,118982209,93.51851851851852
A,Екатерина-120455878,damix7227@gmail.com-120453483,118983842,118985684,93.51851851851852
A,Екатерина-120455878,Орин-120453615,118983842,118982247,93.51851851851852
A,Екатерина-120455878,tima3458-120453361,118983722,118982127,93.51851851851852
A,Екатерина-120455878,andytopal-120460323,118983722,118986163,93.51851851851852
A,Екатерина-120455878,andytopal-120460323,118983722,118986192,93.51851851851852
A,Екатерина-120455878,+79129062848-120453235,118983722,118982679,93.51851851851852
A,Екатерина-120455878,Ярослав Явкин-120453112,118983722,118982062,93.51851851851852
A,Екатерина-120455878,ArtemRazuvaev2007-120457523,118983722,118984103,93.51851851851852
A,Екатерина-120455878,ArtemRazuvaev2007-120457523,118983722,118984109,93.51851851851852
A,Екатерина-120455878,la.mindal-120453327,118983722,118982003,93.51851851851852
A,Екатерина-120455878,bachkoev.krutoy-120454535,118983722,118985472,93.51851851851852
A,Екатерина-120455878,maxikc112-120453111,118983722,118983400,93.51851851851852
A,Екатерина-120455878,hzeshkov-120455503,118983722,118983077,93.51851851851852
A,Екатерина-120455878,MariaGlinskaia-120453333,118983722,118983315,93.51851851851852
A,Екатерина-120455878,Арина Кожеватова-120456407,118983722,118983651,93.51851851851852
A,Екатерина-120455878,Nazzy Crazy-120453240,118983722,118982135,93.51851851851852
A,Екатерина-120455878,DTDDDDSSSD-120453103,118983722,118982223,93.51851851851852
A,Екатерина-120455878,Манучехр Абдуллоев-120459448,118983722,118985374,93.51851851851852
A,Екатерина-120455878,Манучехр Абдуллоев-120459448,118983722,118985967,93.51851851851852
A,Екатерина-120455878,Киселева-120457704,118983722,118984152,93.51851851851852
A,Екатерина-120455878,Киселева-120457704,118983722,118984315,93.51851851851852
A,Екатерина-120455878,storozhbogdan7-120326208,118983722,118981946,93.51851851851852
A,Екатерина-120455878,s1m4nger-120453245,118983722,118982825,93.51851851851852
A,Екатерина-120455878,Павел Бугров-120457382,118983722,118984027,93.51851851851852
A,Екатерина-120455878,Захар Авраменко-120453331,118983722,118981980,93.51851851851852
A,Екатерина-120455878,Степан-120455046,118983722,118982911,93.51851851851852
A,Екатерина-120455878,mikhail.chuykov.08.18@mail.ru-120453244,118983722,118982116,93.51851851851852
A,Екатерина-120455878,@cheplashka-120453614,118983722,118982201,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983722,118982194,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983722,118982187,93.51851851851852
A,Екатерина-120455878,Арт Вел B.-120454056,118983722,118982209,93.51851851851852
A,Екатерина-120455878,damix7227@gmail.com-120453483,118983722,118985684,93.51851851851852
A,Екатерина-120455878,Орин-120453615,118983722,118982247,93.51851851851852
A,Алексей-120361849,Виталий-120544167,118935163,119091438,90.47619047619048
A,Алексей-120361849,Иван П.-120509474,118935163,119033411,90.47619047619048
A,Алексей-120361849,muraschkin.garik-120455378,118935163,118984507,90.58823529411765
A,Алексей-120361849,alexanderfom2017-120362674,118935163,118935566,94.67455621301775
A,Алексей-120361849,loshak.lev-120549989,118935163,119093579,90.47619047619048
A,Алексей-120361849,kharchenkoksusha-120504904,118935163,119031544,95.23809523809523
A,Алексей-120361849,Григорий К.-120544074,118935163,119083148,90.47619047619048
A,Алексей-120361849,Ирина Ш.-120562124,118935163,119118385,90.47619047619048
A,Алексей-120361849,Ирина Ш.-120562124,118935163,119118264,90.47619047619048
A,ofilekov-120542858,v.makareikin-120542679,119080364,119080108,91.06382978723404
A,ofilekov-120542858,VadimYTmp4-120553324,119080364,119098721,91.06382978723404
A,ofilekov-120542858,semenvvlasov-120542675,119080364,119080144,91.06382978723404
A,ofilekov-120542858,y2en45sp67-120543077,119080364,119081415,91.06382978723404
A,ofilekov-120542858,bebra6609-120543211,119080364,119081588,91.06382978723404
A,ofilekov-120542858,anat0lyi.kuzn-120542309,119080364,119092066,91.52542372881356
A,ofilekov-120542858,koltsovamn@yandexlyceum.ru-120450060,119080364,118979793,91.06382978723404
A,ofilekov-120542858,Артём Визир-120542638,119080364,119080665,91.06382978723404
A,ofilekov-120542858,mathewskrawchenko-120460619,119080364,118986389,91.06382978723404
A,ofilekov-120542858,Лада Нечкина-120546714,119080364,119101338,91.06382978723404
A,ofilekov-120542858,Лада Нечкина-120546714,119080364,119101261,91.06382978723404
A,ofilekov-120542858,mishhaboyko-120554598,119080364,119100738,91.59663865546219
A,ofilekov-120542858,mishhaboyko-120554598,119080364,119100663,91.06382978723404
A,ofilekov-120542858,borkovatai-120561843,119080364,119116447,91.06382978723404
A,ofilekov-120542858,borkovatai-120561843,119080364,119115499,91.06382978723404
A,ofilekov-120542858,alina56420-120542814,119080364,119079962,91.52542372881356
A,ofilekov-120542858,anasta.starshinowa-120544081,119080364,119085077,91.06382978723404
A,ofilekov-120542858,anasta.starshinowa-120544081,119080364,119084946,91.06382978723404
A,ofilekov-120542858,anasta.starshinowa-120544081,119080364,119084915,91.06382978723404
A,ofilekov-120542858,illarstep-120542709,119080364,119080972,91.06382978723404
A,ofilekov-120542858,XupakC666-120542980,119080364,119080236,91.52542372881356
A,ofilekov-120542858,XupakC666-120542980,119080364,119080267,91.06382978723404
A,ofilekov-120542858,aleksandr.stepuro-120542640,119080364,119079937,91.06382978723404
A,ofilekov-120542858,aleksandr.stepuro-120542640,119080364,119079965,91.06382978723404
A,ofilekov-120542858,petsem08-120542600,119080364,119080041,91.06382978723404
A,ofilekov-120542858,timhorn-120542682,119080364,119079893,91.06382978723404
A,ofilekov-120542858,timhorn-120542682,119080364,119079903,91.06382978723404
A,ofilekov-120542858,940668 рудт-120542689,119080364,119080314,91.06382978723404
A,ofilekov-120542858,osinsky.leha@bk.ru-120460603,119080364,118986324,91.06382978723404
A,ofilekov-120542858,matvei.ganeeff-120543328,119080262,119082483,90.75630252100841
A,Лёша Зинченко-120562195,Всеволод-120358567,119118901,119097179,92.94117647058823
A,Лёша Зинченко-120562195,goldis250409@gmail.com-120527814,119118820,119056743,95.18072289156626
A,Лёша Зинченко-120562195,goldis250409@gmail.com-120527814,119118820,119057187,95.18072289156626
A,Лёша Зинченко-120562195,mat916482-120551315,119118820,119096211,95.18072289156626
A,Лёша Зинченко-120562195,hilelisaveta-120460163,119118820,118990501,95.18072289156626
A,Лёша Зинченко-120562195,hilelisaveta-120460163,119118820,118990383,92.12121212121212
A,Лёша Зинченко-120562195,marchenko2sofia13-120460142,119118820,118990858,95.18072289156626
A,Лёша Зинченко-120562195,OAT Grom-120409393,119118820,119023787,91.12426035502959
A,Лёша Зинченко-120562195,Vlicxil-120459941,119118820,118990336,95.18072289156626
A,Лёша Зинченко-120562195,Vlicxil-120459941,119118820,118990059,90.2439024390244
A,Лёша Зинченко-120562195,danaandreev17-120502651,119118820,119029446,90.36144578313254
A,Лёша Зинченко-120562195,Артем Абрамов-120554764,119118820,119101129,95.18072289156626
A,Лёша Зинченко-120562195,Артем Абрамов-120554764,119118820,119101026,95.18072289156626
A,Лёша Зинченко-120562195,zeelog777-120513760,119118820,119040349,94.61077844311377
A,Лёша Зинченко-120562195,timofeypovarov@gmail.com-120395516,119118820,118949226,91.66666666666666
A,Лёша Зинченко-120562195,Limurchik8154-120402292,119118820,118954166,95.18072289156626
A,Лёша Зинченко-120562195,xTimur_x-120474330,119118820,118996833,91.66666666666666
A,Лёша Зинченко-120562195,Sogerk Sm-120550751,119118820,119094322,95.18072289156626
A,Лёша Зинченко-120562195,vasyan07.2008-120548744,119118820,119097268,95.18072289156626
A,Лёша Зинченко-120562195,Wpatel966-120562550,119118820,119117930,93.41317365269461
A,Лёша Зинченко-120562195,+79059578585-120460260,119118820,118990081,91.56626506024097
A,Лёша Зинченко-120562195,Ольга-120466952,119118820,118991500,90.36144578313254
A,Лёша Зинченко-120562195,pozilaamolodez@gmail.com-120502670,119118820,119028040,95.18072289156626
A,Лёша Зинченко-120562195,tchurilow.maxim-120541781,119118820,119079408,93.41317365269461
A,Лёша Зинченко-120562195,tchurilow.maxim-120541781,119118820,119079391,93.41317365269461
A,Лёша Зинченко-120562195,mihael.sapelkin-120553727,119118820,119099070,94.61077844311377
A,Лёша Зинченко-120562195,anasteint5434@gmail.com-120554791,119118820,119101153,95.18072289156626
A,Лёша Зинченко-120562195,aregghonj@gmail.com-120555454,119118820,119103135,94.61077844311377
A,Лёша Зинченко-120562195,aregghonj@gmail.com-120555454,119118820,119102681,94.61077844311377
A,Лёша Зинченко-120562195,zabirov.damier-120418340,119118820,119078962,93.41317365269461
